trein_id,dienst_datum,reizigers,zitplaatsen_beschikbaar,bezettingsgraad_pct
IC1031,2024-10-14,500,640,78.1
IC1039,2024-10-14,533,720,74.0
SPR2026,2024-10-15,403,560,72.0
IC1043,2024-10-15,647,640,101.1
SPR2017,2024-10-15,560,640,87.5
IC1016,2024-10-15,423,420,100.7
IC1006,2024-10-15,461,360,128.1
IC1022,2024-10-15,208,320,65.0
SPR2027,2024-10-15,444,640,69.4
SPR2024,2024-10-15,420,420,100.0
SPR2012,2024-10-15,257,360,71.4
IC1018,2024-10-15,766,720,106.4
IC1013,2024-10-15,842,720,116.9
IC1003,2024-10-15,621,560,110.9
SPR2007,2024-10-15,559,680,82.2
IC1019,2024-10-15,498,420,118.6
IC1014,2024-10-15,536,560,95.7
IC1027,2024-10-15,780,680,114.7
IC1002,2024-10-15,407,320,127.2
SPR2011,2024-10-15,444,480,92.5
IC1031,2024-10-15,259,280,92.5
SPR2022,2024-10-15,325,420,77.4
SPR2004,2024-10-15,370,540,68.5
SPR2006,2024-10-15,534,480,111.2
SPR2029,2024-10-15,809,720,112.4
IC1023,2024-10-15,264,280,94.3
SPR2014,2024-10-15,406,360,112.8
SPR2020,2024-10-15,493,640,77.0
IC1010,2024-10-15,192,320,60.0
IC1000,2024-10-15,317,510,62.2
IC1036,2024-10-15,317,320,99.1
IC1028,2024-10-15,228,360,63.3
SPR2019,2024-10-15,330,280,117.9
SPR2023,2024-10-15,307,280,109.6
SPR2009,2024-10-15,388,320,121.2
IC1038,2024-10-15,519,480,108.1
SPR2010,2024-10-15,270,420,64.3
IC1004,2024-10-15,444,540,82.2
IC1034,2024-10-15,433,510,84.9
IC1030,2024-10-15,322,320,100.6
IC1024,2024-10-15,687,540,127.2
IC1021,2024-10-15,728,640,113.8
IC1027,2024-10-16,372,480,77.5
IC1001,2024-10-16,280,420,66.7
IC1025,2024-10-16,417,340,122.6
SPR2010,2024-10-16,482,480,100.4
IC1044,2024-10-16,252,360,70.0
IC1013,2024-10-16,663,560,118.4
SPR2005,2024-10-16,437,420,104.0
IC1039,2024-10-16,782,640,122.2
SPR2012,2024-10-16,815,720,113.2
SPR2017,2024-10-16,694,720,96.4
SPR2009,2024-10-16,417,420,99.3
IC1022,2024-10-16,328,340,96.5
SPR2007,2024-10-16,357,560,63.7
SPR2001,2024-10-16,677,540,125.4
SPR2004,2024-10-16,439,340,129.1
IC1026,2024-10-16,227,280,81.1
SPR2016,2024-10-16,399,340,117.4
SPR2028,2024-10-16,441,340,129.7
IC1016,2024-10-16,171,280,61.1
IC1023,2024-10-16,528,640,82.5
SPR2025,2024-10-16,419,420,99.8
SPR2000,2024-10-16,560,640,87.5
IC1042,2024-10-16,536,420,127.6
IC1040,2024-10-16,308,420,73.3
IC1045,2024-10-16,490,560,87.5
SPR2011,2024-10-16,311,280,111.1
IC1047,2024-10-16,324,280,115.7
IC1037,2024-10-16,342,510,67.1
SPR2014,2024-10-16,513,680,75.4
SPR2023,2024-10-16,193,280,68.9
IC1018,2024-10-16,456,480,95.0
IC1029,2024-10-16,330,340,97.1
IC1038,2024-10-16,357,320,111.6
IC1003,2024-10-16,339,280,121.1
SPR2026,2024-10-16,375,540,69.4
IC1006,2024-10-16,660,680,97.1
IC1010,2024-10-16,262,280,93.6
IC1005,2024-10-16,392,320,122.5
SPR2008,2024-10-16,542,560,96.8
SPR2013,2024-10-16,487,640,76.1
IC1026,2024-10-17,349,280,124.6
IC1048,2024-10-17,901,720,125.1
IC1040,2024-10-17,350,510,68.6
IC1029,2024-10-17,766,640,119.7
IC1049,2024-10-17,759,640,118.6
SPR2022,2024-10-17,283,280,101.1
IC1028,2024-10-17,502,540,93.0
SPR2015,2024-10-17,371,510,72.7
SPR2024,2024-10-17,209,280,74.6
SPR2009,2024-10-17,282,360,78.3
IC1042,2024-10-17,183,280,65.4
IC1010,2024-10-17,593,540,109.8
IC1019,2024-10-17,342,540,63.3
SPR2016,2024-10-17,320,480,66.7
IC1023,2024-10-17,300,420,71.4
SPR2005,2024-10-17,389,360,108.1
IC1025,2024-10-17,347,510,68.0
SPR2001,2024-10-17,202,280,72.1
IC1031,2024-10-17,678,540,125.6
IC1021,2024-10-17,511,640,79.8
IC1017,2024-10-17,521,480,108.5
SPR2017,2024-10-17,676,540,125.2
IC1032,2024-10-17,213,340,62.6
SPR2023,2024-10-17,472,510,92.5
IC1034,2024-10-17,272,280,97.1
IC1007,2024-10-17,317,280,113.2
IC1009,2024-10-17,917,720,127.4
SPR2021,2024-10-17,301,480,62.7
IC1000,2024-10-17,623,720,86.5
IC1024,2024-10-17,432,480,90.0
SPR2012,2024-10-17,817,640,127.7
SPR2011,2024-10-17,577,510,113.1
IC1038,2024-10-17,401,320,125.3
SPR2026,2024-10-17,500,720,69.4
IC1045,2024-10-17,333,540,61.7
IC1039,2024-10-17,460,360,127.8
SPR2014,2024-10-17,399,480,83.1
IC1001,2024-10-17,720,680,105.9
IC1030,2024-10-17,298,420,71.0
SPR2025,2024-10-17,710,720,98.6
IC1019,2024-10-18,453,360,125.8
IC1038,2024-10-18,698,640,109.1
SPR2010,2024-10-18,384,420,91.4
IC1048,2024-10-18,523,420,124.5
SPR2009,2024-10-18,330,480,68.8
IC1021,2024-10-18,501,540,92.8
IC1007,2024-10-18,480,480,100.0
IC1003,2024-10-18,310,510,60.8
IC1029,2024-10-18,294,480,61.3
SPR2011,2024-10-18,578,560,103.2
IC1033,2024-10-18,571,540,105.7
IC1024,2024-10-18,540,420,128.6
SPR2000,2024-10-18,416,510,81.6
IC1002,2024-10-18,470,560,83.9
IC1022,2024-10-18,690,680,101.5
IC1046,2024-10-18,805,720,111.8
SPR2021,2024-10-18,308,320,96.2
SPR2015,2024-10-18,702,680,103.2
IC1001,2024-10-18,253,340,74.4
SPR2028,2024-10-18,462,420,110.0
SPR2002,2024-10-18,599,680,88.1
IC1023,2024-10-18,281,280,100.4
SPR2022,2024-10-18,594,560,106.1
IC1037,2024-10-18,411,680,60.4
IC1039,2024-10-18,722,720,100.3
SPR2018,2024-10-18,352,280,125.7
SPR2029,2024-10-18,214,320,66.9
SPR2001,2024-10-18,324,480,67.5
IC1016,2024-10-18,354,480,73.8
IC1043,2024-10-18,428,640,66.9
IC1018,2024-10-18,407,340,119.7
IC1017,2024-10-18,876,720,121.7
IC1006,2024-10-18,335,360,93.1
IC1045,2024-10-18,415,360,115.3
IC1044,2024-10-18,276,340,81.2
SPR2026,2024-10-18,342,360,95.0
IC1020,2024-10-18,312,320,97.5
SPR2012,2024-10-18,586,720,81.4
IC1041,2024-10-18,323,320,100.9
SPR2006,2024-10-18,666,560,118.9
SPR2004,2024-10-19,706,560,126.1
SPR2012,2024-10-19,585,720,81.2
IC1044,2024-10-19,349,280,124.6
IC1036,2024-10-19,706,680,103.8
SPR2003,2024-10-19,693,680,101.9
IC1002,2024-10-19,219,320,68.4
IC1046,2024-10-19,307,280,109.6
IC1021,2024-10-19,391,480,81.5
SPR2006,2024-10-19,287,320,89.7
SPR2017,2024-10-19,195,280,69.6
IC1009,2024-10-19,274,360,76.1
IC1005,2024-10-19,528,510,103.5
SPR2007,2024-10-19,741,720,102.9
SPR2027,2024-10-19,386,420,91.9
SPR2029,2024-10-19,354,340,104.1
IC1014,2024-10-19,820,680,120.6
IC1040,2024-10-19,317,510,62.2
IC1012,2024-10-19,401,540,74.3
IC1013,2024-10-19,548,680,80.6
IC1020,2024-10-19,481,480,100.2
IC1003,2024-10-19,682,640,106.6
SPR2021,2024-10-19,533,540,98.7
IC1033,2024-10-19,457,420,108.8
SPR2014,2024-10-19,584,640,91.2
SPR2028,2024-10-19,370,320,115.6
IC1030,2024-10-19,182,280,65.0
IC1025,2024-10-19,661,640,103.3
SPR2005,2024-10-19,226,360,62.8
SPR2013,2024-10-19,365,480,76.0
IC1023,2024-10-19,411,640,64.2
IC1028,2024-10-19,487,480,101.5
IC1029,2024-10-19,418,560,74.6
IC1022,2024-10-19,478,720,66.4
SPR2002,2024-10-19,365,320,114.1
IC1008,2024-10-19,306,510,60.0
SPR2008,2024-10-19,708,720,98.3
SPR2022,2024-10-19,671,540,124.3
IC1042,2024-10-19,644,560,115.0
IC1043,2024-10-19,521,510,102.2
SPR2024,2024-10-19,322,480,67.1
IC1015,2024-10-20,553,480,115.2
SPR2022,2024-10-20,467,560,83.4
IC1037,2024-10-20,254,360,70.6
IC1021,2024-10-20,413,320,129.1
IC1026,2024-10-20,358,540,66.3
IC1006,2024-10-20,794,720,110.3
IC1048,2024-10-20,474,560,84.6
SPR2017,2024-10-20,606,510,118.8
IC1022,2024-10-20,668,680,98.2
SPR2011,2024-10-20,342,280,122.1
IC1025,2024-10-20,711,720,98.8
IC1033,2024-10-20,264,320,82.5
IC1009,2024-10-20,407,320,127.2
SPR2021,2024-10-20,312,340,91.8
IC1004,2024-10-20,382,320,119.4
IC1020,2024-10-20,665,560,118.8
IC1024,2024-10-20,556,560,99.3
IC1046,2024-10-20,646,680,95.0
IC1013,2024-10-20,516,640,80.6
IC1011,2024-10-20,714,720,99.2
SPR2004,2024-10-20,320,320,100.0
SPR2020,2024-10-20,414,540,76.7
IC1036,2024-10-20,628,540,116.3
IC1040,2024-10-20,267,320,83.4
SPR2001,2024-10-20,575,510,112.7
SPR2010,2024-10-20,658,510,129.0
IC1035,2024-10-20,363,280,129.6
IC1034,2024-10-20,505,420,120.2
SPR2008,2024-10-20,431,360,119.7
IC1043,2024-10-20,419,360,116.4
SPR2012,2024-10-20,783,720,108.7
IC1007,2024-10-20,408,560,72.9
IC1000,2024-10-20,216,320,67.5
IC1042,2024-10-20,720,720,100.0
IC1045,2024-10-20,687,640,107.3
IC1010,2024-10-20,475,540,88.0
IC1028,2024-10-20,707,560,126.2
IC1041,2024-10-20,395,510,77.5
IC1016,2024-10-20,372,480,77.5
IC1003,2024-10-20,869,720,120.7
IC1006,2024-10-21,305,320,95.3
SPR2024,2024-10-21,200,320,62.5
IC1024,2024-10-21,398,540,73.7
SPR2020,2024-10-21,507,510,99.4
IC1016,2024-10-21,281,340,82.6
IC1013,2024-10-21,320,340,94.1
IC1020,2024-10-21,369,320,115.3
IC1028,2024-10-21,643,680,94.6
IC1037,2024-10-21,314,340,92.4
IC1005,2024-10-21,202,280,72.1
IC1029,2024-10-21,393,560,70.2
SPR2014,2024-10-21,649,720,90.1
SPR2015,2024-10-21,403,540,74.6
IC1032,2024-10-21,316,360,87.8
IC1049,2024-10-21,637,640,99.5
IC1036,2024-10-21,230,340,67.6
SPR2021,2024-10-21,250,340,73.5
IC1002,2024-10-21,504,420,120.0
IC1000,2024-10-21,438,420,104.3
IC1046,2024-10-21,762,680,112.1
IC1039,2024-10-21,395,420,94.0
SPR2016,2024-10-21,692,640,108.1
IC1017,2024-10-21,379,420,90.2
IC1027,2024-10-21,497,720,69.0
IC1001,2024-10-21,253,280,90.4
SPR2026,2024-10-21,664,640,103.8
SPR2008,2024-10-21,248,320,77.5
IC1014,2024-10-21,557,510,109.2
IC1022,2024-10-21,221,320,69.1
IC1007,2024-10-21,518,680,76.2
SPR2029,2024-10-21,708,640,110.6
IC1035,2024-10-21,275,360,76.4
IC1010,2024-10-21,707,680,104.0
IC1045,2024-10-21,371,340,109.1
IC1004,2024-10-21,509,680,74.9
IC1008,2024-10-21,305,320,95.3
IC1023,2024-10-21,856,680,125.9
SPR2004,2024-10-21,365,360,101.4
IC1009,2024-10-21,350,560,62.5
IC1034,2024-10-21,412,560,73.6
IC1010,2024-10-22,399,340,117.4
SPR2026,2024-10-22,635,680,93.4
SPR2013,2024-10-22,363,560,64.8
IC1044,2024-10-22,434,510,85.1
SPR2005,2024-10-22,594,540,110.0
IC1004,2024-10-22,313,280,111.8
IC1039,2024-10-22,424,420,101.0
IC1017,2024-10-22,810,720,112.5
SPR2017,2024-10-22,484,540,89.6
SPR2006,2024-10-22,504,540,93.3
IC1037,2024-10-22,459,510,90.0
SPR2004,2024-10-22,410,510,80.4
IC1024,2024-10-22,358,340,105.3
IC1005,2024-10-22,383,360,106.4
IC1000,2024-10-22,867,720,120.4
SPR2001,2024-10-22,559,680,82.2
SPR2023,2024-10-22,293,280,104.6
IC1048,2024-10-22,403,480,84.0
IC1046,2024-10-22,690,560,123.2
IC1013,2024-10-22,281,340,82.6
SPR2011,2024-10-22,829,720,115.1
IC1027,2024-10-22,851,720,118.2
IC1018,2024-10-22,238,280,85.0
IC1032,2024-10-22,539,720,74.9
SPR2000,2024-10-22,273,420,65.0
IC1034,2024-10-22,346,280,123.6
IC1011,2024-10-22,380,360,105.6
SPR2009,2024-10-22,563,480,117.3
IC1021,2024-10-22,351,340,103.2
IC1012,2024-10-22,398,560,71.1
IC1031,2024-10-22,455,560,81.2
IC1038,2024-10-22,284,340,83.5
SPR2019,2024-10-22,576,640,90.0
SPR2018,2024-10-22,229,360,63.6
IC1008,2024-10-22,598,560,106.8
IC1033,2024-10-22,331,420,78.8
SPR2008,2024-10-22,524,560,93.6
SPR2003,2024-10-22,346,540,64.1
IC1023,2024-10-22,391,360,108.6
IC1003,2024-10-22,334,340,98.2
IC1021,2024-10-23,690,560,123.2
IC1029,2024-10-23,413,560,73.8
IC1026,2024-10-23,863,680,126.9
IC1025,2024-10-23,419,340,123.2
SPR2021,2024-10-23,411,510,80.6
SPR2026,2024-10-23,589,480,122.7
IC1001,2024-10-23,225,280,80.4
IC1013,2024-10-23,425,510,83.3
IC1007,2024-10-23,593,480,123.5
SPR2018,2024-10-23,644,560,115.0
SPR2012,2024-10-23,463,510,90.8
SPR2007,2024-10-23,380,560,67.9
IC1033,2024-10-23,471,510,92.4
IC1012,2024-10-23,809,680,119.0
SPR2001,2024-10-23,365,360,101.4
SPR2027,2024-10-23,323,510,63.3
IC1040,2024-10-23,372,420,88.6
IC1008,2024-10-23,305,280,108.9
IC1045,2024-10-23,340,280,121.4
SPR2016,2024-10-23,359,280,128.2
IC1018,2024-10-23,758,640,118.4
IC1032,2024-10-23,774,640,120.9
IC1044,2024-10-23,382,510,74.9
IC1031,2024-10-23,408,340,120.0
SPR2008,2024-10-23,399,320,124.7
IC1003,2024-10-23,532,510,104.3
IC1024,2024-10-23,480,510,94.1
IC1004,2024-10-23,420,360,116.7
IC1009,2024-10-23,577,560,103.0
SPR2005,2024-10-23,495,420,117.9
SPR2009,2024-10-23,256,280,91.4
IC1035,2024-10-23,492,680,72.4
IC1046,2024-10-23,844,680,124.1
SPR2017,2024-10-23,460,360,127.8
SPR2014,2024-10-23,358,280,127.9
IC1039,2024-10-23,913,720,126.8
SPR2013,2024-10-23,397,420,94.5
IC1038,2024-10-23,332,320,103.8
IC1028,2024-10-23,389,320,121.6
SPR2010,2024-10-23,443,720,61.5
SPR2026,2024-10-24,228,320,71.2
SPR2005,2024-10-24,343,480,71.5
IC1012,2024-10-24,407,540,75.4
IC1017,2024-10-24,371,420,88.3
SPR2015,2024-10-24,258,280,92.1
IC1045,2024-10-24,445,510,87.3
IC1005,2024-10-24,413,340,121.5
IC1044,2024-10-24,281,360,78.1
SPR2000,2024-10-24,804,720,111.7
IC1003,2024-10-24,410,320,128.1
IC1020,2024-10-24,720,680,105.9
IC1021,2024-10-24,303,480,63.1
SPR2021,2024-10-24,367,540,68.0
SPR2006,2024-10-24,403,340,118.5
SPR2011,2024-10-24,579,680,85.1
IC1000,2024-10-24,282,320,88.1
IC1047,2024-10-24,341,280,121.8
SPR2012,2024-10-24,700,640,109.4
IC1014,2024-10-24,373,340,109.7
IC1042,2024-10-24,599,560,107.0
SPR2004,2024-10-24,438,420,104.3
SPR2003,2024-10-24,541,480,112.7
IC1023,2024-10-24,523,480,109.0
IC1039,2024-10-24,373,560,66.6
IC1049,2024-10-24,384,510,75.3
IC1024,2024-10-24,243,360,67.5
IC1033,2024-10-24,594,510,116.5
IC1037,2024-10-24,650,640,101.6
IC1022,2024-10-24,535,420,127.4
IC1034,2024-10-24,352,320,110.0
IC1015,2024-10-24,321,340,94.4
IC1043,2024-10-24,350,280,125.0
IC1016,2024-10-24,357,280,127.5
IC1006,2024-10-24,332,320,103.8
IC1018,2024-10-24,290,280,103.6
IC1035,2024-10-24,563,560,100.5
IC1008,2024-10-24,369,560,65.9
SPR2002,2024-10-24,363,320,113.4
SPR2023,2024-10-24,412,340,121.2
SPR2018,2024-10-24,534,540,98.9
IC1025,2024-10-25,397,540,73.5
SPR2006,2024-10-25,654,560,116.8
IC1001,2024-10-25,588,480,122.5
SPR2013,2024-10-25,558,480,116.3
IC1019,2024-10-25,269,360,74.7
IC1035,2024-10-25,421,560,75.2
SPR2022,2024-10-25,294,320,91.9
SPR2008,2024-10-25,340,480,70.8
SPR2023,2024-10-25,302,280,107.9
IC1042,2024-10-25,460,420,109.5
SPR2014,2024-10-25,722,560,128.9
IC1048,2024-10-25,242,280,86.4
IC1038,2024-10-25,465,420,110.7
IC1041,2024-10-25,511,540,94.6
IC1012,2024-10-25,256,360,71.1
IC1031,2024-10-25,891,720,123.8
IC1017,2024-10-25,218,340,64.1
IC1029,2024-10-25,428,680,62.9
SPR2018,2024-10-25,251,320,78.4
SPR2001,2024-10-25,441,340,129.7
SPR2000,2024-10-25,208,340,61.2
IC1023,2024-10-25,483,540,89.4
SPR2009,2024-10-25,404,420,96.2
IC1049,2024-10-25,459,560,82.0
IC1027,2024-10-25,590,540,109.3
IC1034,2024-10-25,482,560,86.1
IC1011,2024-10-25,574,540,106.3
SPR2029,2024-10-25,285,340,83.8
SPR2011,2024-10-25,479,680,70.4
IC1006,2024-10-25,536,540,99.3
IC1039,2024-10-25,532,540,98.5
IC1036,2024-10-25,439,560,78.4
IC1043,2024-10-25,272,320,85.0
SPR2021,2024-10-25,434,480,90.4
IC1005,2024-10-25,278,280,99.3
IC1015,2024-10-25,503,480,104.8
IC1026,2024-10-25,494,720,68.6
IC1032,2024-10-25,196,280,70.0
SPR2004,2024-10-25,582,680,85.6
SPR2017,2024-10-25,605,680,89.0
SPR2027,2024-10-26,299,360,83.1
IC1044,2024-10-26,715,680,105.1
IC1004,2024-10-26,535,420,127.4
IC1026,2024-10-26,429,420,102.1
SPR2008,2024-10-26,245,340,72.1
SPR2019,2024-10-26,531,640,83.0
IC1034,2024-10-26,500,510,98.0
SPR2024,2024-10-26,557,680,81.9
IC1040,2024-10-26,517,560,92.3
SPR2000,2024-10-26,341,340,100.3
IC1035,2024-10-26,525,480,109.4
IC1000,2024-10-26,366,480,76.2
IC1011,2024-10-26,390,420,92.9
SPR2010,2024-10-26,283,320,88.4
IC1036,2024-10-26,226,340,66.5
SPR2004,2024-10-26,326,320,101.9
IC1001,2024-10-26,412,360,114.4
SPR2018,2024-10-26,334,280,119.3
SPR2002,2024-10-26,351,540,65.0
IC1032,2024-10-26,636,640,99.4
SPR2026,2024-10-26,697,540,129.1
SPR2029,2024-10-26,767,680,112.8
IC1013,2024-10-26,486,480,101.2
SPR2015,2024-10-26,335,540,62.0
IC1049,2024-10-26,231,360,64.2
IC1025,2024-10-26,324,510,63.5
IC1022,2024-10-26,485,420,115.5
SPR2016,2024-10-26,411,420,97.9
IC1015,2024-10-26,276,340,81.2
IC1024,2024-10-26,824,680,121.2
IC1008,2024-10-26,595,510,116.7
IC1045,2024-10-26,366,320,114.4
IC1005,2024-10-26,365,320,114.1
IC1023,2024-10-26,308,420,73.3
IC1042,2024-10-26,618,510,121.2
SPR2007,2024-10-26,265,360,73.6
SPR2028,2024-10-26,770,640,120.3
IC1019,2024-10-26,416,340,122.4
SPR2021,2024-10-26,747,680,109.9
SPR2003,2024-10-26,745,680,109.6
IC1001,2024-10-27,532,680,78.2
IC1009,2024-10-27,294,360,81.7
SPR2001,2024-10-27,280,280,100.0
IC1039,2024-10-27,640,640,100.0
SPR2023,2024-10-27,427,510,83.7
SPR2003,2024-10-27,662,540,122.6
IC1043,2024-10-27,290,420,69.0
IC1020,2024-10-27,471,540,87.2
SPR2021,2024-10-27,531,680,78.1
IC1041,2024-10-27,400,320,125.0
IC1010,2024-10-27,237,340,69.7
IC1042,2024-10-27,594,640,92.8
SPR2017,2024-10-27,402,640,62.8
IC1047,2024-10-27,366,320,114.4
IC1029,2024-10-27,595,560,106.2
IC1008,2024-10-27,333,280,118.9
SPR2006,2024-10-27,289,360,80.3
SPR2027,2024-10-27,473,480,98.5
IC1030,2024-10-27,813,640,127.0
SPR2009,2024-10-27,528,680,77.6
SPR2020,2024-10-27,690,560,123.2
SPR2013,2024-10-27,429,340,126.2
SPR2026,2024-10-27,363,420,86.4
IC1038,2024-10-27,266,320,83.1
IC1013,2024-10-27,542,680,79.7
SPR2010,2024-10-27,428,360,118.9
IC1044,2024-10-27,345,320,107.8
IC1035,2024-10-27,403,540,74.6
IC1046,2024-10-27,767,640,119.8
IC1049,2024-10-27,234,320,73.1
SPR2018,2024-10-27,480,510,94.1
IC1037,2024-10-27,367,540,68.0
IC1015,2024-10-27,590,560,105.4
SPR2007,2024-10-27,361,340,106.2
IC1021,2024-10-27,239,280,85.4
IC1024,2024-10-27,430,640,67.2
SPR2028,2024-10-27,471,480,98.1
SPR2022,2024-10-27,448,360,124.4
IC1012,2024-10-27,484,420,115.2
IC1045,2024-10-27,480,480,100.0
IC1006,2024-10-28,274,420,65.2
IC1049,2024-10-28,508,480,105.8
SPR2011,2024-10-28,538,640,84.1
IC1047,2024-10-28,759,680,111.6
SPR2007,2024-10-28,320,510,62.7
IC1039,2024-10-28,478,510,93.7
IC1046,2024-10-28,475,560,84.8
IC1020,2024-10-28,170,280,60.7
IC1010,2024-10-28,631,680,92.8
IC1002,2024-10-28,395,560,70.5
SPR2002,2024-10-28,393,640,61.4
SPR2024,2024-10-28,525,510,102.9
IC1015,2024-10-28,619,480,129.0
IC1034,2024-10-28,687,640,107.3
IC1023,2024-10-28,657,540,121.7
IC1048,2024-10-28,468,680,68.8
IC1008,2024-10-28,226,280,80.7
SPR2008,2024-10-28,386,340,113.5
IC1043,2024-10-28,232,320,72.5
IC1028,2024-10-28,549,540,101.7
SPR2020,2024-10-28,260,280,92.9
SPR2028,2024-10-28,735,720,102.1
IC1026,2024-10-28,433,340,127.4
IC1044,2024-10-28,727,640,113.6
IC1000,2024-10-28,465,360,129.2
IC1021,2024-10-28,349,510,68.4
IC1007,2024-10-28,591,640,92.3
IC1022,2024-10-28,247,320,77.2
SPR2001,2024-10-28,341,320,106.6
IC1037,2024-10-28,256,420,61.0
SPR2016,2024-10-28,392,320,122.5
IC1030,2024-10-28,734,720,101.9
IC1018,2024-10-28,770,720,106.9
IC1031,2024-10-28,786,680,115.6
IC1012,2024-10-28,314,280,112.1
IC1027,2024-10-28,389,360,108.1
IC1024,2024-10-28,606,480,126.2
IC1035,2024-10-28,490,640,76.6
SPR2019,2024-10-28,319,480,66.5
SPR2026,2024-10-28,531,510,104.1
SPR2008,2024-10-29,412,640,64.4
IC1041,2024-10-29,276,280,98.6
IC1049,2024-10-29,784,720,108.9
IC1026,2024-10-29,600,560,107.1
SPR2000,2024-10-29,451,540,83.5
IC1044,2024-10-29,687,640,107.3
SPR2020,2024-10-29,600,720,83.3
SPR2013,2024-10-29,628,540,116.3
IC1005,2024-10-29,774,640,120.9
SPR2001,2024-10-29,682,640,106.6
SPR2022,2024-10-29,353,340,103.8
IC1048,2024-10-29,224,280,80.0
IC1009,2024-10-29,518,560,92.5
SPR2002,2024-10-29,411,540,76.1
SPR2018,2024-10-29,786,720,109.2
IC1007,2024-10-29,538,510,105.5
IC1035,2024-10-29,243,360,67.5
IC1002,2024-10-29,589,480,122.7
IC1046,2024-10-29,439,340,129.1
SPR2016,2024-10-29,503,720,69.9
IC1011,2024-10-29,428,540,79.3
IC1010,2024-10-29,634,540,117.4
IC1039,2024-10-29,595,680,87.5
SPR2017,2024-10-29,307,480,64.0
SPR2012,2024-10-29,396,320,123.8
IC1017,2024-10-29,329,340,96.8
IC1020,2024-10-29,335,540,62.0
SPR2007,2024-10-29,325,360,90.3
SPR2003,2024-10-29,568,480,118.3
IC1040,2024-10-29,315,360,87.5
IC1029,2024-10-29,235,340,69.1
IC1036,2024-10-29,176,280,62.9
IC1038,2024-10-29,584,510,114.5
IC1021,2024-10-29,689,720,95.7
IC1043,2024-10-29,461,560,82.3
IC1024,2024-10-29,400,340,117.6
SPR2010,2024-10-29,326,480,67.9
IC1014,2024-10-29,257,360,71.4
IC1034,2024-10-29,314,360,87.2
SPR2014,2024-10-29,401,640,62.7
IC1001,2024-10-30,503,420,119.8
IC1009,2024-10-30,313,340,92.1
IC1048,2024-10-30,345,340,101.5
IC1023,2024-10-30,303,480,63.1
IC1005,2024-10-30,506,420,120.5
SPR2004,2024-10-30,690,540,127.8
SPR2003,2024-10-30,586,480,122.1
IC1030,2024-10-30,388,360,107.8
IC1012,2024-10-30,484,420,115.2
IC1049,2024-10-30,859,720,119.3
IC1022,2024-10-30,255,340,75.0
SPR2021,2024-10-30,476,680,70.0
IC1006,2024-10-30,378,510,74.1
IC1007,2024-10-30,513,420,122.1
IC1019,2024-10-30,401,480,83.5
IC1047,2024-10-30,360,510,70.6
IC1044,2024-10-30,727,560,129.8
SPR2027,2024-10-30,516,720,71.7
IC1026,2024-10-30,218,320,68.1
IC1033,2024-10-30,497,420,118.3
SPR2015,2024-10-30,857,720,119.0
SPR2005,2024-10-30,709,720,98.5
IC1035,2024-10-30,221,280,78.9
SPR2014,2024-10-30,293,360,81.4
SPR2001,2024-10-30,389,480,81.0
IC1015,2024-10-30,868,720,120.6
SPR2025,2024-10-30,330,540,61.1
IC1045,2024-10-30,373,340,109.7
IC1002,2024-10-30,431,340,126.8
IC1014,2024-10-30,721,640,112.7
IC1008,2024-10-30,641,680,94.3
SPR2009,2024-10-30,315,480,65.6
SPR2000,2024-10-30,447,720,62.1
IC1042,2024-10-30,313,420,74.5
SPR2008,2024-10-30,432,420,102.9
IC1038,2024-10-30,514,560,91.8
IC1028,2024-10-30,326,320,101.9
SPR2012,2024-10-30,475,720,66.0
SPR2011,2024-10-30,849,720,117.9
IC1039,2024-10-30,387,360,107.5
IC1011,2024-10-31,292,280,104.3
IC1016,2024-10-31,367,510,72.0
SPR2024,2024-10-31,333,340,97.9
IC1013,2024-10-31,218,280,77.9
IC1036,2024-10-31,601,480,125.2
SPR2017,2024-10-31,315,340,92.6
IC1017,2024-10-31,554,680,81.5
IC1007,2024-10-31,645,510,126.5
IC1022,2024-10-31,476,640,74.4
IC1035,2024-10-31,453,480,94.4
IC1020,2024-10-31,460,640,71.9
SPR2002,2024-10-31,339,510,66.5
IC1031,2024-10-31,432,680,63.5
IC1014,2024-10-31,293,480,61.0
SPR2004,2024-10-31,701,640,109.5
IC1025,2024-10-31,278,320,86.9
SPR2027,2024-10-31,697,560,124.5
SPR2021,2024-10-31,373,360,103.6
SPR2025,2024-10-31,745,640,116.4
SPR2023,2024-10-31,223,280,79.6
IC1001,2024-10-31,269,360,74.7
IC1033,2024-10-31,491,540,90.9
SPR2009,2024-10-31,400,340,117.6
IC1045,2024-10-31,261,280,93.2
IC1018,2024-10-31,502,510,98.4
IC1027,2024-10-31,238,280,85.0
IC1029,2024-10-31,517,510,101.4
SPR2013,2024-10-31,400,420,95.2
SPR2015,2024-10-31,665,720,92.4
IC1047,2024-10-31,551,560,98.4
IC1002,2024-10-31,571,640,89.2
SPR2019,2024-10-31,414,360,115.0
SPR2011,2024-10-31,330,510,64.7
IC1015,2024-10-31,542,640,84.7
IC1024,2024-10-31,383,340,112.6
IC1003,2024-10-31,582,680,85.6
IC1028,2024-10-31,297,320,92.8
IC1026,2024-10-31,244,280,87.1
SPR2028,2024-10-31,456,540,84.4
IC1005,2024-10-31,413,420,98.3
IC1037,2024-11-01,242,340,71.2
SPR2017,2024-11-01,434,480,90.4
SPR2008,2024-11-01,631,560,112.7
