trein_id,dienst_datum,traject,vertrek_station,aankomst_station,vertrek_uur
SPR2018,2024-12-16,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,18
SPR2005,2024-12-16,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,12
IC1045,2024-12-16,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,7
IC1013,2024-12-16,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,18
SPR2029,2024-12-16,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,14
IC1021,2024-12-16,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,15
IC1028,2024-12-16,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,17
IC1022,2024-12-16,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,13
IC1027,2024-12-16,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,8
SPR2025,2024-12-16,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,15
IC1000,2024-12-16,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,17
SPR2023,2024-12-16,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,21
SPR2008,2024-12-16,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,12
SPR2006,2024-12-17,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,12
IC1048,2024-12-17,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,21
SPR2022,2024-12-17,Amersfoort - Eindhoven,Amersfoort,Eindhoven,22
SPR2000,2024-12-17,Eindhoven - Amersfoort,Eindhoven,Amersfoort,22
IC1046,2024-12-17,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,13
IC1038,2024-12-17,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,20
SPR2013,2024-12-17,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,13
IC1041,2024-12-17,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,10
SPR2014,2024-12-17,Eindhoven - Amersfoort,Eindhoven,Amersfoort,11
IC1014,2024-12-17,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,5
SPR2003,2024-12-17,Eindhoven - Amersfoort,Eindhoven,Amersfoort,17
IC1030,2024-12-17,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,7
IC1040,2024-12-17,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,18
SPR2011,2024-12-17,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,8
IC1034,2024-12-17,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,6
IC1047,2024-12-17,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,6
IC1033,2024-12-17,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,10
IC1005,2024-12-17,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,13
SPR2005,2024-12-17,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,16
IC1037,2024-12-17,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,17
IC1018,2024-12-17,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,21
SPR2004,2024-12-17,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,19
IC1049,2024-12-17,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,13
SPR2001,2024-12-17,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,20
SPR2020,2024-12-17,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,9
IC1019,2024-12-17,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,12
IC1021,2024-12-17,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,14
SPR2024,2024-12-17,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,6
IC1027,2024-12-17,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,16
IC1006,2024-12-17,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,22
IC1043,2024-12-17,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,5
IC1044,2024-12-17,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,14
SPR2008,2024-12-17,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,15
SPR2017,2024-12-17,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,22
IC1008,2024-12-17,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,10
IC1016,2024-12-17,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,7
IC1028,2024-12-17,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,19
SPR2018,2024-12-17,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,21
SPR2002,2024-12-17,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,10
IC1039,2024-12-17,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,21
SPR2026,2024-12-18,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,20
IC1017,2024-12-18,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,10
SPR2012,2024-12-18,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,19
IC1041,2024-12-18,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,16
SPR2001,2024-12-18,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,11
SPR2006,2024-12-18,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,5
SPR2018,2024-12-18,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,11
IC1032,2024-12-18,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,15
SPR2022,2024-12-18,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,19
IC1043,2024-12-18,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,10
SPR2028,2024-12-18,Eindhoven - Amersfoort,Eindhoven,Amersfoort,17
IC1013,2024-12-18,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,12
IC1023,2024-12-18,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,12
IC1012,2024-12-18,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,16
IC1022,2024-12-18,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,8
SPR2021,2024-12-18,Amersfoort - Eindhoven,Amersfoort,Eindhoven,15
IC1028,2024-12-18,Amersfoort - Eindhoven,Amersfoort,Eindhoven,19
SPR2008,2024-12-18,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,17
SPR2005,2024-12-18,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,22
SPR2002,2024-12-18,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,20
IC1046,2024-12-18,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,8
IC1048,2024-12-18,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,14
IC1025,2024-12-18,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,6
SPR2000,2024-12-18,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,17
IC1024,2024-12-18,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,16
IC1010,2024-12-18,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,8
IC1040,2024-12-18,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,5
SPR2003,2024-12-18,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,16
SPR2020,2024-12-18,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,11
SPR2024,2024-12-18,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,15
SPR2016,2024-12-18,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,6
IC1003,2024-12-18,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,7
SPR2013,2024-12-18,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,12
IC1038,2024-12-18,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,6
IC1001,2024-12-18,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,14
IC1045,2024-12-18,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,15
IC1007,2024-12-18,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,18
IC1019,2024-12-18,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,11
SPR2017,2024-12-18,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,21
IC1021,2024-12-18,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,12
IC1010,2024-12-19,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,11
IC1003,2024-12-19,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,17
IC1031,2024-12-19,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,19
SPR2011,2024-12-19,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,22
SPR2006,2024-12-19,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,10
IC1033,2024-12-19,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,11
IC1017,2024-12-19,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,22
SPR2009,2024-12-19,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,21
IC1024,2024-12-19,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,13
IC1016,2024-12-19,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,12
IC1020,2024-12-19,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,15
IC1046,2024-12-19,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,21
SPR2018,2024-12-19,Eindhoven - Amersfoort,Eindhoven,Amersfoort,17
IC1023,2024-12-19,Amersfoort - Eindhoven,Amersfoort,Eindhoven,21
IC1026,2024-12-19,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,15
IC1039,2024-12-19,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,17
SPR2024,2024-12-19,Amersfoort - Eindhoven,Amersfoort,Eindhoven,15
SPR2004,2024-12-19,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,22
SPR2014,2024-12-19,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,19
IC1007,2024-12-19,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,12
IC1025,2024-12-19,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,5
IC1029,2024-12-19,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,12
SPR2008,2024-12-19,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,5
SPR2028,2024-12-19,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,9
IC1000,2024-12-19,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,22
IC1015,2024-12-19,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,22
IC1049,2024-12-19,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,9
IC1001,2024-12-19,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,18
IC1014,2024-12-19,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,15
IC1042,2024-12-19,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,16
IC1009,2024-12-19,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,7
IC1048,2024-12-19,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,22
SPR2012,2024-12-19,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,21
IC1036,2024-12-19,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,16
IC1004,2024-12-19,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,5
IC1011,2024-12-19,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,17
SPR2017,2024-12-19,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,10
IC1038,2024-12-19,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,20
SPR2007,2024-12-19,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,7
IC1002,2024-12-19,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,18
IC1045,2024-12-20,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,17
SPR2025,2024-12-20,Amersfoort - Eindhoven,Amersfoort,Eindhoven,16
IC1027,2024-12-20,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,12
IC1028,2024-12-20,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,8
IC1042,2024-12-20,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,11
IC1000,2024-12-20,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,12
SPR2004,2024-12-20,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,13
IC1001,2024-12-20,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,15
SPR2006,2024-12-20,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,18
SPR2023,2024-12-20,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,16
IC1032,2024-12-20,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,20
IC1019,2024-12-20,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,17
SPR2024,2024-12-20,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,17
SPR2001,2024-12-20,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,8
SPR2013,2024-12-20,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,8
SPR2005,2024-12-20,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,20
IC1034,2024-12-20,Eindhoven - Amersfoort,Eindhoven,Amersfoort,13
IC1020,2024-12-20,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,13
IC1016,2024-12-20,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,10
IC1033,2024-12-20,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,21
IC1044,2024-12-20,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,21
IC1023,2024-12-20,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,13
SPR2021,2024-12-20,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,19
IC1012,2024-12-20,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,13
SPR2014,2024-12-20,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,7
IC1021,2024-12-20,Amersfoort - Eindhoven,Amersfoort,Eindhoven,15
IC1040,2024-12-20,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,22
IC1030,2024-12-20,Eindhoven - Amersfoort,Eindhoven,Amersfoort,6
IC1006,2024-12-20,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,13
SPR2020,2024-12-20,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,21
SPR2009,2024-12-20,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,9
IC1017,2024-12-20,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,10
SPR2010,2024-12-20,Eindhoven - Amersfoort,Eindhoven,Amersfoort,18
IC1014,2024-12-20,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,22
IC1046,2024-12-20,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,10
SPR2000,2024-12-20,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,15
SPR2028,2024-12-20,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,19
IC1007,2024-12-20,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,19
IC1043,2024-12-20,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,14
IC1035,2024-12-20,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,17
IC1039,2024-12-21,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,17
SPR2019,2024-12-21,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,22
SPR2010,2024-12-21,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,13
SPR2006,2024-12-21,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,5
SPR2005,2024-12-21,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,10
SPR2012,2024-12-21,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,10
SPR2009,2024-12-21,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,9
IC1026,2024-12-21,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,10
IC1011,2024-12-21,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,18
IC1028,2024-12-21,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,13
IC1048,2024-12-21,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,21
IC1007,2024-12-21,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,13
IC1033,2024-12-21,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,21
IC1005,2024-12-21,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,13
IC1044,2024-12-21,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,14
IC1034,2024-12-21,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,11
SPR2007,2024-12-21,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,11
IC1041,2024-12-21,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,12
IC1008,2024-12-21,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,19
IC1001,2024-12-21,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,21
SPR2029,2024-12-21,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,9
SPR2011,2024-12-21,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,13
IC1049,2024-12-21,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,10
IC1030,2024-12-21,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,16
IC1024,2024-12-21,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,18
IC1013,2024-12-21,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,16
SPR2026,2024-12-21,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,14
SPR2000,2024-12-21,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,20
IC1029,2024-12-21,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,5
IC1021,2024-12-21,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,5
IC1017,2024-12-21,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,19
IC1032,2024-12-21,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,21
IC1002,2024-12-21,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,15
SPR2015,2024-12-21,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,11
IC1006,2024-12-21,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,12
SPR2003,2024-12-21,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,9
IC1047,2024-12-21,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,8
SPR2023,2024-12-21,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,20
SPR2017,2024-12-21,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,18
SPR2021,2024-12-21,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,10
IC1007,2024-12-22,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,13
IC1034,2024-12-22,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,17
SPR2028,2024-12-22,Eindhoven - Amersfoort,Eindhoven,Amersfoort,11
IC1043,2024-12-22,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,15
IC1027,2024-12-22,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,19
IC1049,2024-12-22,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,20
IC1040,2024-12-22,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,20
IC1038,2024-12-22,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,12
SPR2005,2024-12-22,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,15
IC1009,2024-12-22,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,6
IC1023,2024-12-22,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,19
IC1028,2024-12-22,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,15
SPR2016,2024-12-22,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,7
SPR2012,2024-12-22,Eindhoven - Amersfoort,Eindhoven,Amersfoort,10
SPR2009,2024-12-22,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,19
IC1005,2024-12-22,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,7
IC1011,2024-12-22,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,10
IC1026,2024-12-22,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,21
SPR2001,2024-12-22,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,12
IC1035,2024-12-22,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,19
SPR2002,2024-12-22,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,10
SPR2006,2024-12-22,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,17
IC1042,2024-12-22,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,8
IC1010,2024-12-22,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,14
IC1015,2024-12-22,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,22
IC1012,2024-12-22,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,13
SPR2024,2024-12-22,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,8
SPR2026,2024-12-22,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,12
IC1032,2024-12-22,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,11
SPR2018,2024-12-22,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,7
IC1048,2024-12-22,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,10
SPR2017,2024-12-22,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,7
IC1036,2024-12-22,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,10
IC1018,2024-12-22,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,20
SPR2010,2024-12-22,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,9
SPR2020,2024-12-22,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,10
SPR2007,2024-12-22,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,7
SPR2021,2024-12-22,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,10
SPR2011,2024-12-22,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,13
SPR2003,2024-12-22,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,8
IC1049,2024-12-23,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,10
IC1009,2024-12-23,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,20
IC1017,2024-12-23,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,12
SPR2013,2024-12-23,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,14
IC1048,2024-12-23,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,8
SPR2008,2024-12-23,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,16
IC1006,2024-12-23,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,20
SPR2024,2024-12-23,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,7
SPR2018,2024-12-23,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,15
IC1002,2024-12-23,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,7
SPR2001,2024-12-23,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,13
IC1027,2024-12-23,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,22
IC1033,2024-12-23,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,15
IC1024,2024-12-23,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,20
IC1015,2024-12-23,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,14
SPR2012,2024-12-23,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,7
